senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,gender_female,internet_service_dsl,internet_service_fiber_optic,internet_service_no,contract_month-to-month,contract_one_year,contract_two_year,payment_method_bank_transfer_(automatic),payment_method_credit_card_(automatic),payment_method_electronic_check,payment_method_mailed_check,service_count,charge_per_service,has_streaming,has_long_contract,is_auto_payment,fiber_month_to_month,echeck_month_to_month,fiber_no_protection,charge_to_tenure,total_to_monthly_ratio,tenure_bin
0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.15,20.15,1,0,0,0,1,1,0,0,0,0,0,1,0.0,20.15,0,0,0,0,0,0.0,10.075,0.9527186761229315,0
0,1,0,58,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,59.9,3505.1,0,1,1,0,0,0,0,1,0,1,0,0,3.0,14.975,0,1,1,0,0,0.0,1.0152542372881355,57.555008210180624,2
0,1,1,49,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,59.6,2970.3,0,0,1,0,0,1,0,0,0,1,0,0,3.0,14.9,0,0,1,0,0,0.0,1.192,49.01485148514852,2
0,0,0,30,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,55.3,1530.6,0,1,1,0,0,1,0,0,1,0,0,0,2.0,18.433333333333334,0,0,1,0,0,0.0,1.7838709677419353,27.186500888099467,1
0,1,1,47,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,99.35,4749.15,1,0,0,1,0,1,0,0,0,0,1,0,4.0,19.869999999999997,1,0,0,1,1,1.0,2.0697916666666667,47.32585949177877,2
0,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,30.2,30.2,1,0,1,0,0,1,0,0,0,0,1,0,1.0,15.1,0,0,0,0,1,0.0,15.1,0.967948717948718,0
0,1,0,72,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,90.25,6369.45,0,0,1,0,0,0,0,1,0,1,0,0,7.0,11.28125,1,1,1,0,0,0.0,1.2363013698630136,69.80219178082191,3
0,0,1,17,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,64.7,1093.1,1,1,1,0,0,1,0,0,0,0,0,1,2.0,21.566666666666666,1,0,0,0,0,0.0,3.5944444444444446,16.637747336377473,1
1,1,0,71,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,96.35,6766.95,0,1,0,1,0,0,0,1,0,1,0,0,5.0,16.058333333333334,0,1,1,0,0,0.0,1.3381944444444445,69.5115562403698,3
1,1,0,2,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,95.5,181.65,0,0,0,1,0,1,0,0,0,1,0,0,3.0,23.875,1,0,1,1,0,1.0,31.833333333333332,1.8823834196891192,0
0,1,1,27,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,66.15,1874.45,0,1,1,0,0,0,1,0,0,0,0,1,4.0,13.23,0,1,0,0,0,0.0,2.3625000000000003,27.914370811615782,1
0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.2,20.2,0,0,0,0,1,1,0,0,1,0,0,0,0.0,20.2,0,0,1,0,0,0.0,10.1,0.9528301886792453,0
1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45.25,45.25,0,0,1,0,0,1,0,0,1,0,0,0,0.0,45.25,0,0,1,0,0,0.0,22.625,0.9783783783783784,0
0,1,1,72,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,99.9,7251.7,0,1,0,1,0,0,0,1,1,0,0,0,5.0,16.650000000000002,1,1,1,0,0,0.0,1.3684931506849316,71.87016848364716,3
0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,69.7,316.9,1,0,0,1,0,1,0,0,0,0,1,0,0.0,69.7,0,0,0,1,1,1.0,11.616666666666667,4.482319660537482,0
0,0,0,46,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,74.8,3548.3,0,1,0,1,0,1,0,0,0,1,0,0,1.0,37.4,0,0,1,1,0,1.0,1.5914893617021275,46.811345646438,2
0,0,0,34,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,106.35,3549.25,1,0,0,1,0,1,0,0,0,0,1,0,5.0,17.724999999999998,1,0,0,1,1,1.0,3.0385714285714283,33.062412668840246,1
0,0,0,11,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,97.85,1105.4,1,1,0,1,0,1,0,0,1,0,0,0,4.0,19.57,1,0,1,1,0,1.0,8.154166666666667,11.182599898836623,0
0,1,1,10,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,49.55,475.7,0,0,1,0,0,0,1,0,0,0,0,1,1.0,24.775,0,1,0,0,0,0.0,4.504545454545454,9.410484668644907,0
0,1,1,70,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,69.2,4872.35,0,1,1,0,0,0,0,1,0,1,0,0,4.0,13.84,1,1,1,0,0,0.0,0.9746478873239437,69.40669515669516,3
0,1,1,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.75,418.25,0,1,0,0,1,0,1,0,0,0,0,1,0.0,20.75,0,1,0,0,0,0.0,1.1527777777777777,19.229885057471265,1
0,0,0,63,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,79.85,4861.45,0,1,1,0,0,0,0,1,0,1,0,0,6.0,11.407142857142857,1,1,1,0,0,0.0,1.24765625,60.12925170068027,3
0,1,0,13,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,76.2,981.45,0,1,1,0,0,1,0,0,0,0,1,0,5.0,12.700000000000001,1,0,0,0,1,0.0,5.442857142857143,12.713082901554404,1
0,0,0,49,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,84.5,3906.7,0,1,0,1,0,1,0,0,0,0,1,0,2.0,28.166666666666668,1,0,0,1,1,1.0,1.69,45.69239766081871,2
0,0,0,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,49.25,97.0,0,0,1,0,0,1,0,0,0,0,0,1,1.0,24.625,0,0,0,0,0,0.0,16.416666666666668,1.9303482587064678,0
0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,80.65,144.15,1,1,0,1,0,1,0,0,0,0,1,0,1.0,40.325,1,0,0,1,1,1.0,26.883333333333336,1.7654623392529087,0
0,0,0,52,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,79.75,4217.8,0,0,1,0,0,0,0,1,0,1,0,0,5.0,13.291666666666666,1,1,1,0,0,0.0,1.5047169811320755,52.232817337461306,2
0,1,1,69,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,64.15,4254.1,0,1,1,0,0,0,0,1,0,1,0,0,4.0,12.830000000000002,0,1,1,0,0,0.0,0.9164285714285715,65.29700690713737,3
1,0,0,43,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,90.25,3838.75,0,1,0,1,0,1,0,0,0,0,1,0,3.0,22.5625,1,0,0,1,1,1.0,2.0511363636363638,42.06849315068493,2
0,0,0,15,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1,99.1,1426.4,1,1,0,1,0,1,0,0,0,1,0,0,4.0,19.82,1,0,1,1,0,0.0,6.19375,14.249750249750251,1
1,1,0,25,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,69.5,1752.65,0,1,1,0,0,1,0,0,0,1,0,0,4.0,13.9,1,0,1,0,0,0.0,2.673076923076923,24.860283687943262,1
1,1,0,8,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,80.65,633.3,1,1,0,1,0,1,0,0,0,1,0,0,2.0,26.883333333333336,0,0,1,1,0,1.0,8.961111111111112,7.756276791181873,0
1,1,1,60,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1,74.85,4456.35,0,1,1,0,0,0,1,0,0,1,0,0,5.0,12.475,1,1,1,0,0,0.0,1.2270491803278687,58.75214238628874,2
1,0,0,18,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,95.45,1752.55,1,0,0,1,0,1,0,0,0,0,1,0,3.0,23.8625,1,0,0,1,1,1.0,5.023684210526316,18.170554691550024,1
0,1,1,63,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,99.65,6311.2,0,1,0,1,0,0,1,0,0,1,0,0,4.0,19.93,1,1,1,0,0,0.0,1.55703125,62.7044212617983,3
1,1,1,66,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,108.45,7076.35,0,0,0,1,0,0,1,0,0,0,1,0,6.0,15.492857142857144,1,1,0,0,0,0.0,1.6186567164179104,64.65372316126086,3
0,1,1,34,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.95,894.3,0,1,0,0,1,0,0,1,0,1,0,0,1.0,12.475,0,1,1,0,0,0.0,0.7128571428571429,34.46242774566474,1
0,0,0,72,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,107.5,7853.7,0,1,0,1,0,0,0,1,0,1,0,0,5.0,17.916666666666668,1,1,1,0,0,0.0,1.4726027397260273,72.38433179723502,3
0,1,0,47,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,100.5,4707.1,0,1,0,1,0,1,0,0,0,0,1,0,4.0,20.1,1,0,0,1,1,1.0,2.09375,46.375369458128084,2
0,0,0,60,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,89.9,5450.7,0,0,0,1,0,1,0,0,1,0,0,0,3.0,22.475,1,0,1,1,0,1.0,1.4737704918032788,59.963696369636956,2
0,1,0,72,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,42.1,2962.0,0,0,1,0,0,0,0,1,1,0,0,0,3.0,10.525,0,1,1,0,0,0.0,0.5767123287671233,68.72389791183295,3
0,1,1,18,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,54.4,957.1,0,1,1,0,0,0,1,0,0,1,0,0,2.0,18.133333333333333,0,1,1,0,0,0.0,2.863157894736842,17.276173285198556,1
0,0,0,9,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,94.4,857.25,1,1,0,1,0,1,0,0,0,0,1,0,3.0,23.6,1,0,0,1,1,1.0,9.440000000000001,8.985849056603772,0
0,0,0,3,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,75.3,244.1,0,1,1,0,0,1,0,0,0,0,1,0,4.0,15.059999999999999,1,0,0,0,1,0.0,18.825,3.199213630406291,0
0,1,0,47,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,78.9,3650.35,0,0,0,1,0,0,1,0,0,0,1,0,2.0,26.3,0,1,0,0,0,1.0,1.64375,45.686483103879844,2
0,0,0,31,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,79.2,2497.2,0,1,1,0,0,0,0,1,0,0,0,1,5.0,13.200000000000001,1,1,0,0,0,0.0,2.475,31.137157107231918,1
0,1,1,50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.15,930.9,0,1,0,0,1,0,0,1,1,0,0,0,0.0,20.15,0,1,1,0,0,0.0,0.39509803921568626,44.01418439716312,2
0,0,0,10,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,79.85,887.35,0,0,0,1,0,1,0,0,0,0,0,1,2.0,26.616666666666664,0,0,0,1,0,0.0,7.259090909090909,10.97526283240569,0
0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,49.05,49.05,0,0,1,0,0,1,0,0,0,0,0,1,1.0,24.525,0,0,0,0,0,0.0,24.525,0.98001998001998,0
0,1,1,52,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.4,1090.65,0,1,0,0,1,0,1,0,0,0,1,0,0.0,20.4,0,1,0,0,0,0.0,0.38490566037735846,50.964953271028044,2
1,1,1,64,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,111.6,7099.0,0,0,0,1,0,0,0,1,1,0,0,0,6.0,15.942857142857141,1,1,1,0,0,0.0,1.7169230769230768,63.0461811722913,3
0,1,1,62,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24.25,1424.6,0,0,0,0,1,0,0,1,1,0,0,0,1.0,12.125,0,1,1,0,0,0.0,0.38492063492063494,56.41980198019802,3
0,0,1,3,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,64.5,177.4,0,1,1,0,0,1,0,0,1,0,0,0,3.0,16.125,1,0,1,0,0,0.0,16.125,2.7083969465648856,0
1,0,0,56,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,110.5,6139.5,0,1,0,1,0,0,1,0,0,0,1,0,6.0,15.785714285714286,1,1,0,0,0,0.0,1.9385964912280702,55.062780269058294,2
0,0,0,46,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,55.65,2688.85,0,1,1,0,0,0,1,0,0,1,0,0,1.0,27.825,1,1,1,0,0,0.0,1.1840425531914893,47.464254192409534,2
0,1,1,8,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,54.65,482.25,0,1,1,0,0,1,0,0,0,0,0,1,2.0,18.216666666666665,0,0,0,0,0,0.0,6.072222222222222,8.66576819407008,0
1,0,0,30,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1,74.75,2111.3,0,0,1,0,0,1,0,0,0,0,1,0,4.0,14.95,1,0,0,0,1,0.0,2.411290322580645,27.871947194719475,1
0,1,1,45,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25.9,1216.6,0,1,0,0,1,0,1,0,0,1,0,0,1.0,12.95,0,1,1,0,0,0.0,0.5630434782608695,45.226765799256505,2
0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,79.35,79.35,1,1,0,1,0,1,0,0,0,0,1,0,1.0,39.675,1,0,0,1,1,1.0,39.675,0.9875544492843809,0
0,1,1,11,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,50.55,565.35,0,1,1,0,0,1,0,0,0,0,1,0,3.0,12.6375,1,0,0,0,1,0.0,4.2124999999999995,10.96702230843841,0
0,1,0,7,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,75.15,496.9,1,1,0,1,0,1,0,0,1,0,0,0,1.0,37.575,0,0,1,1,0,1.0,9.39375,6.525279054497701,0
0,0,0,42,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,103.8,4327.5,0,1,0,1,0,1,0,0,1,0,0,0,5.0,17.3,1,0,1,1,0,0.0,2.413953488372093,41.29293893129771,2
0,1,0,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.15,973.35,0,1,0,0,1,0,0,1,1,0,0,0,0.0,20.15,0,1,1,0,0,0.0,0.40299999999999997,46.02127659574469,2
0,0,0,9,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,99.3,918.75,0,0,0,1,0,1,0,0,0,1,0,0,4.0,19.86,1,0,1,1,0,1.0,9.93,9.160019940179462,0
0,1,0,35,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,62.15,2215.45,0,1,1,0,0,0,1,0,1,0,0,0,2.0,20.716666666666665,1,1,1,0,0,0.0,1.7263888888888888,35.082343626286615,1
0,1,1,48,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.65,1057.0,0,1,0,0,1,0,0,1,1,0,0,0,0.0,20.65,0,1,1,0,0,0.0,0.4214285714285714,48.822170900692846,2
0,1,1,46,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.95,927.1,0,1,0,0,1,0,0,1,0,0,0,1,0.0,19.95,0,1,0,0,0,0.0,0.42446808510638295,44.25298329355609,2
0,1,0,29,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,33.75,1009.25,0,0,1,0,0,1,0,0,0,0,0,1,1.0,16.875,1,0,0,0,0,0.0,1.125,29.0431654676259,1
0,1,1,30,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,82.05,2570.2,0,0,0,1,0,1,0,0,1,0,0,0,2.0,27.349999999999998,0,0,1,1,0,1.0,2.646774193548387,30.94762191450933,1
1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,74.7,74.7,0,0,0,1,0,1,0,0,0,0,1,0,1.0,37.35,0,0,0,1,1,0.0,37.35,0.9867899603698811,0
0,1,1,66,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,84.0,5714.25,0,0,1,0,0,0,0,1,0,0,0,1,6.0,12.0,1,1,0,0,0,0.0,1.2537313432835822,67.22647058823529,3
0,0,0,65,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,111.05,7107.0,0,1,0,1,0,1,0,0,0,1,0,0,6.0,15.864285714285714,1,0,1,1,0,0.0,1.6825757575757576,63.427041499330656,3
0,0,0,72,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,100.9,7459.05,0,0,0,1,0,0,0,1,1,0,0,0,5.0,16.816666666666666,1,1,1,0,0,1.0,1.382191780821918,73.19970559371933,3
0,0,0,12,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,78.95,927.35,1,1,0,1,0,1,0,0,0,0,1,0,2.0,26.316666666666666,0,0,0,1,1,0.0,6.073076923076924,11.59912445278299,0
0,1,1,71,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,66.85,4748.7,0,0,1,0,0,0,1,0,0,1,0,0,4.0,13.37,0,1,1,0,0,0.0,0.9284722222222221,69.98820928518792,3
0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.05,113.85,1,0,0,0,1,1,0,0,0,0,0,1,0.0,21.05,0,0,0,0,0,0.0,3.5083333333333333,5.163265306122448,0
0,0,0,52,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.0,1107.2,0,0,0,0,1,0,0,1,1,0,0,0,0.0,21.0,0,1,1,0,0,0.0,0.39622641509433965,50.32727272727273,2
1,1,0,25,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,98.5,2514.5,1,1,0,1,0,1,0,0,0,0,1,0,4.0,19.7,1,0,0,1,1,1.0,3.7884615384615383,25.271356783919597,1
0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.2,20.2,0,0,0,0,1,1,0,0,0,0,0,1,0.0,20.2,0,0,0,0,0,0.0,10.1,0.9528301886792453,0
0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.45,19.45,0,1,0,0,1,1,0,0,0,0,1,0,0.0,19.45,0,0,0,0,1,0.0,9.725,0.9511002444987775,0
0,0,0,38,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,95.0,3605.6,0,0,0,1,0,0,1,0,1,0,0,0,4.0,19.0,1,1,1,0,0,0.0,2.4358974358974357,37.55833333333333,2
1,1,0,66,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,45.55,3027.25,0,1,1,0,0,0,1,0,1,0,0,0,3.0,11.3875,1,1,1,0,0,0.0,0.6798507462686567,65.03222341568207,3
0,1,0,68,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,110.0,7611.85,1,0,0,1,0,0,0,1,1,0,0,0,6.0,15.714285714285714,1,1,1,0,0,0.0,1.5942028985507246,68.57522522522522,3
0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.3,100.2,0,0,1,0,0,1,0,0,0,0,0,1,0.0,24.3,0,0,0,0,0,0.0,4.05,3.960474308300395,0
0,1,1,72,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,104.15,7303.05,0,1,0,1,0,0,1,0,0,0,1,0,5.0,17.358333333333334,1,1,0,0,0,0.0,1.4267123287671233,69.45363766048501,3
0,0,0,32,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,30.15,927.65,0,1,1,0,0,0,1,0,0,0,0,1,1.0,15.075,0,1,0,0,0,0.0,0.9136363636363636,29.780096308186195,1
0,0,0,43,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,94.35,3921.3,0,0,0,1,0,0,1,0,0,0,0,1,3.0,23.5875,1,1,0,0,0,1.0,2.1443181818181816,41.125327739905615,2
0,1,1,72,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.4,1363.25,0,0,0,0,1,0,0,1,0,1,0,0,0.0,19.4,0,1,1,0,0,0.0,0.2657534246575342,66.82598039215686,3
0,1,0,55,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,96.75,5238.9,1,0,0,1,0,1,0,0,0,0,1,0,4.0,19.35,1,0,0,1,1,0.0,1.7276785714285714,53.59488491048593,2
0,0,0,52,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,57.95,3042.25,0,1,1,0,0,0,1,0,0,1,0,0,3.0,14.4875,0,1,1,0,0,0.0,1.0933962264150945,51.60729431721798,2
0,0,0,43,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,91.65,3954.1,0,1,0,1,0,1,0,0,0,0,1,0,3.0,22.9125,1,0,0,1,1,1.0,2.0829545454545455,42.67781975175391,2
1,1,0,37,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,76.5,2868.15,1,1,0,1,0,1,0,0,0,0,1,0,1.0,38.25,0,0,0,1,1,1.0,2.013157894736842,37.00838709677419,2
0,1,1,64,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,54.6,3423.5,0,1,1,0,0,0,0,1,0,0,1,0,4.0,10.92,1,1,0,0,0,0.0,0.84,61.57374100719424,3
0,1,1,3,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,89.85,248.4,0,0,0,1,0,1,0,0,0,0,1,0,3.0,22.4625,1,0,0,1,1,0.0,22.4625,2.7341772151898738,0
0,0,0,36,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,31.05,1126.35,0,1,1,0,0,0,0,1,1,0,0,0,1.0,15.525,0,1,1,0,0,0.0,0.8391891891891892,35.14352574102964,1
0,1,1,10,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,100.25,1064.65,1,1,0,1,0,1,0,0,0,0,1,0,4.0,20.05,1,0,0,1,1,0.0,9.113636363636363,10.515061728395063,0
